Time,Reaction 1 Event Log,Reaction 1 Stirrer 1:Speed,Reaction 1 Stirrer 1:Speed Set Point,Reaction 1 Stirrer 1:Torque,Reaction 1 Stirrer 2:Speed,Reaction 1 Stirrer 2:Speed Set Point,Reaction 1 Stirrer 2:Torque,Reaction 1 Temp Probe 1:T,Reaction 1 Temp Probe 2:T,Reaction 2 Event Log,Reaction 2 Stirrer 3:Speed,Reaction 2 Stirrer 3:Speed Set Point,Reaction 2 Stirrer 3:Torque,Reaction 2 Temp Probe 1:T
03:20:30,,90,90,-0.89,90,90,0,84,84.1,,70,70,6.1,83.3
03:20:40,,90,90,-0.9,90,90,0,84,84.1,,70,70,3.8,83.3
03:20:50,,90,90,-0.89,90,90,0,84,84,,70,70,4.3,83.3
03:21:00,,90,90,-1.03,90,90,0,84,84.1,,70,70,7.1,83.3
03:21:10,,90,90,-0.98,90,90,0,83.9,84,,70,70,3.3,83.3
03:21:20,,90,90,-1.03,90,90,0,84,84,,70,70,3,83.4
03:21:30,,90,90,-0.99,90,90,0,83.9,83.9,,70,70,7.6,83.4
03:21:40,,90,90,-0.99,90,90,0,84,83.9,,70,70,4.5,83.5
03:21:50,,90,90,-1.02,90,90,0,83.9,83.9,,70,70,3,83.5
03:22:00,,90,90,-1.02,90,90,0,83.9,83.9,,70,70,6.6,83.4
03:22:10,,90,90,-1.06,90,90,0,83.8,83.9,,70,70,4.3,83.4
03:22:20,,90,90,-1.02,90,90,0,83.7,83.9,,70,70,4.5,83.4
03:22:30,,90,90,-1.06,90,90,0,83.7,83.8,,70,70,2.8,83.4
03:22:40,,90,90,-0.99,90,90,0,83.6,83.8,,70,70,3.3,83.4
03:22:50,,90,90,-1.02,90,90,0,83.6,83.8,,70,70,5.3,83.4
03:23:00,,90,90,-1.02,90,90,0,83.5,83.8,,70,70,2.2,83.4
03:23:10,,90,90,-1.01,90,90,0,83.5,83.9,,70,70,6.3,83.4
03:23:20,,90,90,-1,90,90,0,83.6,83.8,,70,70,5.8,83.4
03:23:30,,90,90,-1,90,90,0,83.6,83.8,,70,70,6.6,83.4
03:23:40,,90,90,-0.96,90,90,0,83.6,83.8,,70,70,3.5,83.3
03:23:50,,90,90,-0.97,90,90,0,83.6,83.8,,70,70,4.5,83.3
03:24:00,,90,90,-0.92,90,90,0,83.6,83.9,,70,70,2.2,83.3
03:24:10,,90,90,-0.93,90,90,0,83.6,83.9,,70,70,5.6,83.3
03:24:20,,90,90,-0.95,90,90,0,83.6,83.9,,70,70,5.8,83.2
03:24:30,,90,90,-0.91,90,90,0,83.7,83.9,,70,70,2.5,83.2
03:24:40,,90,90,-0.89,90,90,0,83.7,83.9,,70,70,6.3,83.2
03:24:50,,90,90,-0.88,90,90,0,83.7,83.9,,70,70,5.3,83.2
03:25:00,,90,90,-0.88,90,90,0,83.6,83.9,,70,70,3,83.1
03:25:10,,90,90,-0.86,90,90,0,83.5,83.9,,70,70,5.8,83.1
03:25:20,,90,90,-0.83,90,90,0,83.5,83.9,,70,70,5.3,83.1
03:25:30,,90,90,-0.83,90,90,0,83.4,83.9,,70,70,2.5,83.2
03:25:40,,90,90,-0.85,90,90,0,83.4,83.9,,70,70,6.8,83.1
03:25:50,,90,90,-0.78,90,90,0,83.4,83.9,,70,70,5.8,83.1
03:26:00,,90,90,-0.82,90,90,0,83.4,83.9,,70,70,2.2,83
03:26:10,,90,90,-0.94,90,90,0,83.4,83.9,,70,70,4.8,83.1
03:26:20,,90,90,-0.92,90,90,0,83.4,83.9,,70,70,3.5,83
03:26:30,,90,90,-0.9,90,90,0,83.5,83.9,,70,70,6.6,83
03:26:40,,90,90,-0.93,90,90,0,83.5,83.9,,70,70,3.8,83
03:26:50,,90,90,-0.93,90,90,0,83.5,83.9,,70,70,5.3,82.9
03:27:00,,90,90,-1.01,90,90,0,83.5,83.9,,70,70,2.2,82.8
03:27:10,,90,90,-1.01,90,90,0,83.7,83.8,,70,70,5.6,82.8
03:27:20,,90,90,-0.96,90,90,0,83.7,83.8,,70,70,5.6,82.8
03:27:30,,90,90,-0.96,90,90,0,83.8,83.8,,70,70,6.8,82.8
03:27:40,,90,90,-0.99,90,90,0,83.9,83.9,,70,70,3.5,82.9
03:27:50,,90,90,-0.95,90,90,0,84,84,,70,70,3.8,82.9
03:28:00,,90,90,-0.96,90,90,0,84.1,84,,70,70,6.6,82.8
03:28:10,,90,90,-0.91,90,90,0,84.1,84.1,,70,70,4,82.8
03:28:20,,90,90,-0.91,90,90,0,84.1,84.2,,70,70,4,82.8
03:28:30,,90,90,-0.95,90,90,0,84.1,84.3,,70,70,6.3,82.9
03:28:40,,90,90,-0.91,90,90,0,84.1,84.4,,70,70,4.5,83
03:28:50,,90,90,-0.92,90,90,0,84.2,84.6,,70,70,3,83
03:29:00,,90,90,-0.92,90,90,0,84.2,84.7,,70,70,6.6,83
03:29:10,,90,90,-0.87,90,90,0,84.2,84.8,,70,70,3.3,83.1
03:29:20,,90,90,-0.93,90,90,0,84.3,84.9,,70,70,3.5,83.2
03:29:30,,90,90,-0.93,90,90,0,84.2,85,,70,70,6.1,83.2
03:29:40,,90,90,-0.92,90,90,0,84.2,85.1,,70,70,5.8,83.3
03:29:50,,90,90,-0.93,90,90,0,84.2,85.2,,70,70,5.3,83.3
03:30:00,,90,90,-0.91,90,90,0,84.2,85.2,,70,70,2.8,83.4
03:30:10,,90,90,-0.86,90,90,0,84.3,85.2,,70,70,5.8,83.4
03:30:20,,90,90,-0.88,90,90,0,84.3,85.4,,70,70,4,83.5
03:30:30,,90,90,-0.85,90,90,0,84.3,85.5,,70,70,6.8,83.5
03:30:40,,90,90,-0.84,90,90,0,84.3,85.5,,70,70,3.3,83.5
03:30:50,,90,90,-0.84,90,90,0,84.3,85.5,,70,70,5.3,83.5
03:31:00,,90,90,-0.84,90,90,0,84.3,85.6,,70,70,2.8,83.6
03:31:10,,90,90,-0.85,90,90,0,84.3,85.6,,70,70,6.8,83.6
03:31:20,,90,90,-0.81,90,90,0,84.2,85.5,,70,70,5.6,83.7
03:31:30,,90,90,-0.82,90,90,0,84.3,85.6,,70,70,3.3,83.6
03:31:40,,90,90,-0.8,90,90,0,84.2,85.6,,70,70,6.3,83.6
03:31:50,,90,90,-0.8,90,90,0,84.3,85.6,,70,70,5.6,83.7
03:32:00,,90,90,-0.87,90,90,0,84.3,85.7,,70,70,2.8,83.7
03:32:10,,90,90,-0.87,90,90,0,84.3,85.8,,70,70,5.8,83.7
03:32:20,,90,90,-0.83,90,90,0,84.3,85.9,,70,70,5.6,83.7
03:32:30,,90,90,-0.76,90,90,0,84.2,86,,70,70,2.8,83.7
03:32:40,,90,90,-0.82,90,90,0,84.3,86.1,,70,70,6.6,83.8
03:32:50,,90,90,-0.88,90,90,0,84.3,86.1,,70,70,4.3,83.8
03:33:00,,90,90,-0.88,90,90,0,84.4,86.1,,70,70,6.1,83.8
03:33:10,,90,90,-0.92,90,90,0,84.4,86,,70,70,3.3,83.8
03:33:20,,90,90,-0.91,90,90,0,84.4,86,,70,70,5.3,83.8
03:33:30,,90,90,-0.89,90,90,0,84.4,86,,70,70,6.1,83.8
03:33:40,,90,90,-0.91,90,90,0,84.5,86.1,,70,70,4,83.9
03:33:50,,90,90,-0.95,90,90,0,84.5,86.1,,70,70,5.1,83.9
03:34:00,,90,90,-0.94,90,90,0,84.5,86.1,,70,70,2.5,83.9
03:34:10,,90,90,-0.94,90,90,0,84.5,86.1,,70,70,6.1,83.9
03:34:20,,90,90,-0.95,90,90,0,84.5,86.1,,70,70,4.3,83.9
03:34:30,,90,90,-0.96,90,90,0,84.5,86,,70,70,6.1,83.9
03:34:40,,90,90,-0.95,90,90,0,84.5,86.1,,70,70,2.8,83.9
03:34:50,,90,90,-1.01,90,90,0,84.5,86.2,,70,70,4.8,83.9
03:35:00,,90,90,-0.95,90,90,0,84.5,86.2,,70,70,6.6,83.9
03:35:10,,90,90,-0.94,90,90,0,84.4,86.3,,70,70,2.8,83.9
03:35:20,,90,90,-0.95,90,90,0,84.4,86.3,,70,70,4.5,83.9
03:35:30,,90,90,-0.94,90,90,0,84.4,86.2,,70,70,6.3,83.9
03:35:40,,90,90,-0.85,90,90,0,84.4,86.2,,70,70,3.5,83.9
03:35:50,,90,90,-0.9,90,90,0,84.4,86.2,,70,70,5.3,83.8
03:36:00,,90,90,-0.9,90,90,0,84.3,86.2,,70,70,6.6,83.8
03:36:10,,90,90,-0.87,90,90,0,84.2,86.1,,70,70,2.5,83.8
03:36:20,,90,90,-0.84,90,90,0,84.2,85.9,,70,70,4.5,83.8
03:36:30,,90,90,-0.83,90,90,0,84.3,85.9,,70,70,6.1,83.8
03:36:40,,90,90,-0.85,90,90,0,84.3,86,,70,70,2.2,83.7
03:36:50,,90,90,-0.89,90,90,0,84.3,86.1,,70,70,4.8,83.7
03:37:00,,90,90,-0.84,90,90,0,84.4,86.1,,70,70,2.8,83.8
03:37:10,,90,90,-0.94,90,90,0,84.4,86.1,,70,70,2.5,83.7
03:37:20,,90,90,-0.83,90,90,0,84.4,86.1,,70,70,3.5,83.7
03:37:30,,90,90,-0.83,90,90,0,84.5,86.1,,70,70,5.8,83.6
03:37:40,,90,90,-0.85,90,90,0,84.5,86.2,,70,70,2.5,83.6
03:37:50,,90,90,-0.81,90,90,0,84.7,86.2,,70,70,5.6,83.7
03:38:00,,90,90,-0.85,90,90,0,85,86.3,,70,70,3.3,83.7
03:38:10,,90,90,-0.83,90,90,0,85.1,86.4,,70,70,7.3,83.7
03:38:20,,90,90,-0.83,90,90,0,85.4,86.6,,70,70,4.5,83.7
03:38:30,,90,90,-0.8,90,90,0,85.6,86.7,,70,70,3.5,83.7
03:38:40,,90,90,-0.8,90,90,0,85.8,86.9,,70,70,7.1,83.7
03:38:50,,90,90,-0.85,90,90,0,86,87,,70,70,3.8,83.8
03:39:00,,90,90,-0.82,90,90,0,86.2,87.1,,70,70,3,83.8
03:39:10,,90,90,-0.91,90,90,0,86.4,87.3,,70,70,6.3,83.9
03:39:20,,90,90,-0.86,90,90,0,86.5,87.4,,70,70,4.3,83.9
03:39:30,,90,90,-0.77,90,90,0,86.7,87.5,,70,70,2.8,83.9
03:39:40,,90,90,-0.82,90,90,0,86.8,87.7,,70,70,6.3,84
03:39:50,,90,90,-0.91,90,90,0,87,87.9,,70,70,4.3,84
03:40:00,,90,90,-0.9,90,90,0,87.1,88.1,,70,70,6.3,84
03:40:10,,90,90,-0.9,90,90,0,87.2,88.2,,70,70,2.2,84
03:40:20,,90,90,-0.89,90,90,0,87.3,88.4,,70,70,5.1,84
03:40:30,,90,90,-0.92,90,90,0,87.3,88.6,,70,70,5.3,84.1
03:40:40,,90,90,-0.87,90,90,0,87.4,88.7,,70,70,6.6,84.1
03:40:50,,90,90,-0.91,90,90,0,87.5,88.8,,70,70,4.3,84.1
03:41:00,,90,90,-0.97,90,90,0,87.6,88.9,,70,70,4,84.1
03:41:10,,90,90,-0.95,90,90,0,87.6,89.1,,70,70,7.1,84.2
03:41:20,,90,90,-0.9,90,90,0,87.7,89.2,,70,70,5.3,84.2
03:41:30,,90,90,-0.93,90,90,0,87.8,89.4,,70,70,6.6,84.3
03:41:40,,90,90,-0.94,90,90,0,87.9,89.4,,70,70,3,84.3
03:41:50,,90,90,-0.92,90,90,0,88,89.6,,70,70,4.5,84.3
03:42:00,,90,90,-0.86,90,90,0,88,89.7,,70,70,5.8,84.4
03:42:10,,90,90,-0.83,90,90,0,88.1,89.8,,70,70,2.5,84.3
03:42:20,,90,90,-0.85,90,90,0,88.2,89.9,,70,70,4.5,84.2
03:42:30,,90,90,-0.92,90,90,0,88.3,90,,70,70,6.1,84.3
03:42:40,,90,90,-0.9,90,90,0,88.4,90.1,,70,70,2.5,84.3
03:42:50,,90,90,-0.91,90,90,0,88.4,90.1,,70,70,4.8,84.2
03:43:00,,90,90,-0.86,90,90,0,88.4,90.1,,70,70,5.8,84.2
03:43:10,,90,90,-0.91,90,90,0,88.4,90.2,,70,70,2.2,84.2
03:43:20,,90,90,-0.88,90,90,0,88.4,90.2,,70,70,5.1,84.2
03:43:30,,90,90,-0.85,90,90,0,88.4,90.2,,70,70,3.8,84.2
03:43:40,,90,90,-0.86,90,90,0,88.4,90.2,,70,70,7.1,84.2
03:43:50,,90,90,-0.86,90,90,0,88.4,90.3,,70,70,4,84.2
03:44:00,,90,90,-0.89,90,90,0,88.3,90.2,,70,70,4.5,84.3
03:44:10,,90,90,-0.84,90,90,0,88.3,90.2,,70,70,3,84.3
03:44:20,,90,90,-0.85,90,90,0,88.4,90.2,,70,70,6.1,84.4
03:44:30,,90,90,-0.77,90,90,0,88.4,90.1,,70,70,6.6,84.4
03:44:40,,90,90,-0.86,90,90,0,88.5,90.1,,70,70,2.8,84.4
03:44:50,,90,90,-0.87,90,90,0,88.5,90,,70,70,4,84.4
03:45:00,,90,90,-0.95,90,90,0,88.5,89.9,,70,70,5.8,84.4
03:45:10,,90,90,-0.91,90,90,0,88.5,89.9,,70,70,6.6,84.4
03:45:20,,90,90,-0.86,90,90,0,88.5,89.8,,70,70,3.8,84.4
03:45:30,,90,90,-0.87,90,90,0,88.5,89.8,,70,70,3.5,84.4
03:45:40,,90,90,-0.87,90,90,0,88.4,89.6,,70,70,6.8,84.4
03:45:50,,90,90,-0.88,90,90,0,88.4,89.5,,70,70,4,84.4
03:46:00,,90,90,-0.9,90,90,0,88.4,89.4,,70,70,3,84.4
03:46:10,,90,90,-0.9,90,90,0,88.3,89.2,,70,70,5.8,84.4
03:46:20,,90,90,-1,90,90,0,88.3,89.1,,70,70,3.8,84.4
03:46:30,,90,90,-0.99,90,90,0,88.2,89.1,,70,70,4.5,84.5
03:46:40,,90,90,-0.98,90,90,0,88.2,88.9,,70,70,6.8,84.5
03:46:50,,90,90,-0.96,90,90,0,88.2,88.7,,70,70,3.5,84.5
03:47:00,,90,90,-0.98,90,90,0,88.2,88.6,,70,70,6.8,84.5
03:47:10,,90,90,-0.95,90,90,0,88.2,88.5,,70,70,2.5,84.6
03:47:20,,90,90,-0.89,90,90,0,88.2,88.4,,70,70,6.6,84.7
03:47:30,,90,90,-0.83,90,90,0,88.2,88.2,,70,70,6.3,84.7
03:47:40,,90,90,-0.93,90,90,0,88.1,88.1,,70,70,2.8,84.7
03:47:50,,90,90,-0.92,90,90,0,88.2,88,,70,70,5.8,84.7
03:48:00,,90,90,-0.81,90,90,0,88.1,87.9,,70,70,4,84.7
03:48:10,,90,90,-0.95,90,90,0,88.2,87.8,,70,70,6.3,84.6
03:48:20,,90,90,-0.9,90,90,0,88.2,87.8,,70,70,3.5,84.6
03:48:30,,90,90,-0.9,90,90,0,88.1,87.7,,70,70,5.6,84.6
03:48:40,,90,90,-0.87,90,90,0,88.1,87.5,,70,70,2.5,84.6
03:48:50,,90,90,-0.89,90,90,0,88.2,87.5,,70,70,6.6,84.6
03:49:00,,90,90,-0.87,90,90,0,88.2,87.4,,70,70,6.3,84.6
03:49:10,,90,90,-0.76,90,90,0,88.2,87.3,,70,70,2.8,84.6
03:49:20,,90,90,-0.83,90,90,0,88.2,87.2,,70,70,6.3,84.6
03:49:30,,90,90,-0.8,90,90,0,88.1,87.1,,70,70,5.3,84.6
03:49:40,,90,90,-0.84,90,90,0,88.1,87.1,,70,70,3.3,84.6
03:49:50,,90,90,-0.78,90,90,0,88.1,87.1,,70,70,6.8,84.7
03:50:00,,90,90,-0.76,90,90,0,88.1,87,,70,70,6.1,84.7
03:50:10,,90,90,-0.79,90,90,0,88.1,86.9,,70,70,3.3,84.7
03:50:20,,90,90,-0.75,90,90,0,88,86.9,,70,70,7.1,84.7
03:50:30,,90,90,-0.7,90,90,0,88,86.8,,70,70,5.1,84.7
03:50:40,,90,90,-0.79,90,90,0,88,86.8,,70,70,6.8,84.8
03:50:50,,90,90,-0.84,90,90,0,88,86.7,,70,70,3,84.8
03:51:00,,90,90,-0.85,90,90,0,88,86.7,,70,70,4.5,84.8
03:51:10,,90,90,-0.82,90,90,0,88,86.6,,70,70,6.6,84.7
03:51:20,,90,90,-0.89,90,90,0,88,86.6,,70,70,6.3,84.7
03:51:30,,90,90,-0.91,90,90,0,87.9,86.5,,70,70,5.6,84.7
03:51:40,,90,90,-0.84,90,90,0,87.9,86.4,,70,70,3,84.7
03:51:50,,90,90,-0.86,90,90,0,87.8,86.4,,70,70,3,84.6
03:52:00,,90,90,-0.76,90,90,0,87.9,86.4,,70,70,4.5,84.6
03:52:10,,90,90,-0.83,90,90,0,87.9,86.4,,70,70,6.6,84.6
03:52:20,,90,90,-0.83,90,90,0,87.8,86.3,,70,70,3.3,84.6
03:52:30,,90,90,-0.76,90,90,0,87.8,86.3,,70,70,4.5,84.6
03:52:40,,90,90,-0.83,90,90,0,87.8,86.3,,70,70,6.8,84.6
03:52:50,,90,90,-0.8,90,90,0,87.7,86.3,,70,70,3,84.6
03:53:00,,90,90,-0.9,90,90,0,87.7,86.2,,70,70,5.3,84.6
03:53:10,,90,90,-0.9,90,90,0,87.7,86.2,,70,70,7.9,84.6
03:53:20,,90,90,-0.85,90,90,0,87.8,86.2,,70,70,3.8,84.6
03:53:30,,90,90,-0.89,90,90,0,87.7,86.2,,70,70,5.6,84.6
03:53:40,,90,90,-0.92,90,90,0,87.8,86.1,,70,70,7.9,84.6
03:53:50,,90,90,-0.86,90,90,0,87.9,86,,70,70,6.8,84.7
03:54:00,,90,90,-0.88,90,90,0,87.8,86,,70,70,5.6,84.7
03:54:10,,90,90,-0.9,90,90,0,87.8,86,,70,70,3,84.7
03:54:20,,90,90,-0.81,90,90,0,87.8,86,,70,70,6.8,84.6
03:54:30,,90,90,-0.8,90,90,0,87.8,85.9,,70,70,4.8,84.6
03:54:40,,90,90,-0.8,90,90,0,87.7,85.9,,70,70,3,84.6
03:54:50,,90,90,-0.87,90,90,0,87.7,85.8,,70,70,2.8,84.6
03:55:00,,90,90,-0.79,90,90,0,87.6,85.8,,70,70,5.3,84.6
03:55:10,,90,90,-0.76,90,90,0,87.7,85.8,,70,70,6.8,84.6
03:55:20,,90,90,-0.84,90,90,0,87.6,85.7,,70,70,3.3,84.6
03:55:30,,90,90,-0.75,90,90,0,87.6,85.6,,70,70,4.5,84.6
03:55:40,,90,90,-0.76,90,90,0,87.6,85.6,,70,70,3.8,84.6
03:55:50,,90,90,-0.75,90,90,0,87.6,85.5,,70,70,7.1,84.7
03:56:00,,90,90,-0.81,90,90,0,87.6,85.5,,70,70,4.8,84.7
03:56:10,,90,90,-0.83,90,90,0,87.5,85.5,,70,70,4.3,84.7
03:56:20,,90,90,-0.79,90,90,0,87.5,85.4,,70,70,7.3,84.8
03:56:30,,90,90,-0.77,90,90,0,87.5,85.4,,70,70,5.6,84.8
03:56:40,,90,90,-0.87,90,90,0,87.5,85.3,,70,70,3.8,84.8
03:56:50,,90,90,-0.8,90,90,0,87.4,85.3,,70,70,7.3,84.8
03:57:00,,90,90,-0.8,90,90,0,87.4,85.3,,70,70,4.3,84.7
03:57:10,,90,90,-0.77,90,90,0,87.4,85.2,,70,70,4.3,84.7
03:57:20,,90,90,-0.8,90,90,0,87.4,85.2,,70,70,2.5,84.7
03:57:30,,90,90,-0.84,90,90,0,87.4,85.1,,70,70,3.5,84.7
03:57:40,,90,90,-0.8,90,90,0,87.4,85.1,,70,70,6.1,84.7
03:57:50,,90,90,-0.9,90,90,0,87.4,85.1,,70,70,3,84.7
03:58:00,,90,90,-0.84,90,90,0,87.4,85.1,,70,70,6.8,84.7
03:58:10,,90,90,-0.89,90,90,0,87.4,85.1,,70,70,4,84.7
03:58:20,,90,90,-0.9,90,90,0,87.5,85,,70,70,7.1,84.7
03:58:30,,90,90,-0.86,90,90,0,87.5,85,,70,70,4,84.6
03:58:40,,90,90,-0.86,90,90,0,87.6,84.9,,70,70,5.1,84.5
03:58:50,,90,90,-0.9,90,90,0,87.6,84.9,,70,70,7.1,84.4
03:59:00,,90,90,-0.82,90,90,0,87.6,84.9,,70,70,7.6,84.4
03:59:10,,90,90,-0.84,90,90,0,87.7,84.9,,70,70,6.8,84.3
03:59:20,,90,90,-0.88,90,90,0,87.7,84.8,,70,70,3.5,84.3
03:59:30,,90,90,-0.8,90,90,0,87.7,84.8,,70,70,6.3,84.3
03:59:40,,90,90,-0.86,90,90,0,87.7,84.8,,70,70,6.8,84.2
03:59:50,,90,90,-0.87,90,90,0,87.7,84.8,,70,70,3.5,84.2
04:00:00,,90,90,-0.81,90,90,0,87.7,84.7,,70,70,4.3,84.2
04:00:10,,90,90,-0.92,90,90,0,87.7,84.7,,70,70,5.8,84.2
04:00:20,,90,90,-0.91,90,90,0,87.7,84.8,,70,70,2.2,84.1
04:00:30,,90,90,-0.85,90,90,0,87.7,84.8,,70,70,6.6,84.1
04:00:40,,90,90,-0.79,90,90,0,87.6,84.7,,70,70,5.8,84.1
04:00:50,,90,90,-0.77,90,90,0,87.6,84.6,,70,70,6.6,84.1
04:01:00,,90,90,-0.79,90,90,0,87.6,84.6,,70,70,6.6,84.1
04:01:10,,90,90,-0.76,90,90,0,87.6,84.6,,70,70,5.1,84.1
04:01:20,,90,90,-0.79,90,90,0,87.7,84.6,,70,70,6.6,84.1
04:01:30,,90,90,-0.8,90,90,0,87.7,84.6,,70,70,3.3,84.1
04:01:40,,90,90,-0.71,90,90,0,87.7,84.6,,70,70,5.3,84.1
04:01:50,,90,90,-0.74,90,90,0,87.6,84.6,,70,70,3.3,84.1
04:02:00,,90,90,-0.73,90,90,0,87.6,84.6,,70,70,8.1,84.1
04:02:10,,90,90,-0.74,90,90,0,87.7,84.6,,70,70,5.8,84
04:02:20,,90,90,-0.76,90,90,0,87.7,84.6,,70,70,7.3,84
04:02:30,,90,90,-0.74,90,90,0,87.7,84.6,,70,70,4,84
04:02:40,,90,90,-0.71,90,90,0,87.8,84.6,,70,70,5.3,83.9
04:02:50,,90,90,-0.71,90,90,0,87.8,84.5,,70,70,6.3,83.9
04:03:00,,90,90,-0.72,90,90,0,87.8,84.6,,70,70,3.3,83.9
04:03:10,,90,90,-0.74,90,90,0,87.7,84.6,,70,70,4,84
04:03:20,,90,90,-0.71,90,90,0,87.7,84.6,,70,70,2.8,84
04:03:30,,90,90,-0.76,90,90,0,87.7,84.6,,70,70,3,84.1
04:03:40,,90,90,-0.79,90,90,0,87.7,84.5,,70,70,5.3,84.1
04:03:50,,90,90,-0.8,90,90,0,87.8,84.5,,70,70,6.8,84.1
04:04:00,,90,90,-0.83,90,90,0,87.7,84.5,,70,70,3,84.1
04:04:10,,90,90,-0.79,90,90,0,87.7,84.5,,70,70,5.6,84.1
04:04:20,,90,90,-0.77,90,90,0,87.7,84.5,,70,70,6.8,84.1
04:04:30,,90,90,-0.77,90,90,0,87.6,84.4,,70,70,3.5,84.1
04:04:40,,90,90,-0.78,90,90,0,87.6,84.4,,70,70,4.5,84.1
04:04:50,,90,90,-0.74,90,90,0,87.6,84.4,,70,70,4.3,84.1
04:05:00,,90,90,-0.81,90,90,0,87.6,84.4,,70,70,3.8,84.1
04:05:10,,90,90,-0.8,90,90,0,87.6,84.4,,70,70,6.3,84.1
04:05:20,,90,90,-0.77,90,90,0,87.6,84.5,,70,70,6.8,84.1
04:05:30,,90,90,-0.84,90,90,0,87.6,84.4,,70,70,3.8,84.1
04:05:40,,90,90,-0.86,90,90,0,87.6,84.4,,70,70,6.1,84.1
04:05:50,,90,90,-0.85,90,90,0,87.6,84.4,,70,70,4.3,84.1
04:06:00,,90,90,-0.78,90,90,0,87.5,84.4,,70,70,6.6,84.1
04:06:10,,90,90,-0.85,90,90,0,87.5,84.4,,70,70,4.3,84.1
04:06:20,,90,90,-0.81,90,90,0,87.5,84.4,,70,70,3,84.1
04:06:30,,90,90,-0.85,90,90,0,87.6,84.4,,70,70,6.6,84.2
04:06:40,,90,90,-0.81,90,90,0,87.6,84.4,,70,70,4,84.2
04:06:50,,90,90,-0.8,90,90,0,87.6,84.4,,70,70,3.5,84.1
04:07:00,,90,90,-0.78,90,90,0,87.6,84.3,,70,70,7.3,84.1
04:07:10,,90,90,-0.77,90,90,0,87.6,84.3,,70,70,6.1,84.1
04:07:20,,90,90,-0.77,90,90,0,87.5,84.4,,70,70,4,84.1
04:07:30,,90,90,-0.7,90,90,0,87.5,84.4,,70,70,6.6,84.2
04:07:40,,90,90,-0.73,90,90,0,87.5,84.4,,70,70,3.8,84.2
04:07:50,,90,90,-0.77,90,90,0,87.4,84.4,,70,70,5.3,84.2
04:08:00,,90,90,-0.74,90,90,0,87.5,84.3,,70,70,7.9,84.2
04:08:10,,90,90,-0.74,90,90,0,87.5,84.3,,70,70,6.8,84.2
04:08:20,,90,90,-0.78,90,90,0,87.5,84.3,,70,70,6.6,84.2
04:08:30,,90,90,-0.73,90,90,0,87.6,84.4,,70,70,3.5,84.2
04:08:40,,90,90,-0.76,90,90,0,87.5,84.4,,70,70,4.8,84.2
04:08:50,,90,90,-0.73,90,90,0,87.5,84.4,,70,70,4.5,84.2
04:09:00,,90,90,-0.72,90,90,0,87.5,84.3,,70,70,6.6,84.2
04:09:10,,90,90,-0.76,90,90,0,87.5,84.3,,70,70,3,84.2
04:09:20,,90,90,-0.74,90,90,0,87.5,84.3,,70,70,4.3,84.2
04:09:30,,90,90,-0.81,90,90,0,87.5,84.3,,70,70,3,84.3
04:09:40,,90,90,-0.75,90,90,0,87.5,84.3,,70,70,5.6,84.3
04:09:50,,90,90,-0.79,90,90,0,87.5,84.3,,70,70,6.6,84.3
04:10:00,,90,90,-0.77,90,90,0,87.5,84.3,,70,70,3.5,84.4
04:10:10,,90,90,-0.74,90,90,0,87.5,84.3,,70,70,5.1,84.4
04:10:20,,90,90,-0.82,90,90,0,87.6,84.3,,70,70,6.3,84.4
04:10:30,,90,90,-0.75,90,90,0,87.6,84.3,,70,70,7.1,84.5
04:10:40,,90,90,-0.81,90,90,0,87.6,84.4,,70,70,6.8,84.5
04:10:50,,90,90,-0.84,90,90,0,87.5,84.4,,70,70,5.8,84.5
04:11:00,,90,90,-0.86,90,90,0,87.6,84.3,,70,70,4,84.5
04:11:10,,90,90,-0.84,90,90,0,87.6,84.3,,70,70,7.3,84.4
04:11:20,,90,90,-0.8,90,90,0,87.6,84.3,,70,70,6.6,84.4
04:11:30,,90,90,-0.86,90,90,0,87.5,84.3,,70,70,4,84.4
04:11:40,StepFinished Stirrer 1 - Hold Frequency at 90rpm:StepStarted Stirrer 1 - Stopped:StepFinished Stirrer 2 - Hold Frequency at 90rpm:StepStarted Stirrer 2 - Stopped,90,90,-0.79,90,90,0,87.5,84.3,"StepFinished Stirrer 3 - Hold Frequency at 70rpm:StepStarted Stirrer 3 - Stopped""",70,70,4,84.4
